Geneid,Ctr_S1,Ctr_S2,Ctr_S7,Ctr_S13,RS_S6,RS_S9,RS_S12,RS_S16
ENSG00000221102,0,0,0,0,0,0,0,0
ENSG00000201027,0,0,0,0,0,0,0,0
ENSG00000252655,0,0,0,0,0,0,0,0
ENSG00000200312,0,0,0,0,0,0,0,0
ENSG00000252481,0,0,0,0,0,0,0,0
ENSG00000200298,0,0,0,0,0,0,0,0
ENSG00000241757,0,0,0,0,0,0,0,0
ENSG00000222276,1,0,0,0,0,0,0,0
ENSG00000272439,0,0,0,0,0,0,0,0
ENSG00000252369,0,0,0,0,0,0,0,0
ENSG00000275033,0,0,0,0,0,0,0,0
ENSG00000277468,0,0,0,0,0,0,0,0
ENSG00000211845,0,0,0,0,0,0,0,0
ENSG00000211846,0,0,0,0,0,0,0,0
ENSG00000211847,0,0,0,0,0,0,0,0
ENSG00000211848,0,0,0,0,0,0,0,0
ENSG00000211849,0,0,0,0,0,0,0,0
ENSG00000211850,0,0,0,0,0,0,0,0
ENSG00000278661,0,0,0,0,0,0,0,0
ENSG00000276699,0,0,0,0,0,0,0,0
ENSG00000211854,0,0,0,0,0,0,0,0
ENSG00000211855,0,0,0,0,0,0,0,0
ENSG00000211856,0,0,0,0,0,0,0,0
ENSG00000211857,0,0,0,0,0,0,0,0
ENSG00000211858,0,0,0,0,0,0,0,0
ENSG00000211859,0,0,0,0,0,0,0,0
ENSG00000211860,0,0,0,0,0,0,0,0
ENSG00000211861,0,0,0,0,0,0,0,0
ENSG00000211862,0,0,0,0,0,0,0,0
ENSG00000211863,0,0,0,0,0,0,0,0
ENSG00000211864,0,0,0,0,0,0,0,0
ENSG00000211865,0,0,0,0,0,0,0,0
ENSG00000211866,0,0,0,0,0,0,0,0
ENSG00000211867,0,0,0,0,0,0,0,0
ENSG00000211868,0,0,0,0,0,0,0,0
ENSG00000211869,0,0,0,0,0,0,0,0
ENSG00000211870,0,0,0,0,0,0,0,0
ENSG00000211871,0,0,0,0,0,0,0,0
ENSG00000211872,0,0,0,0,0,0,0,0
ENSG00000211873,0,0,0,0,0,0,0,0
ENSG00000211875,0,0,0,0,0,0,0,0
ENSG00000211876,0,0,0,0,0,0,0,0
ENSG00000211877,0,0,0,0,0,0,0,0
ENSG00000211878,0,0,0,0,0,0,0,0
ENSG00000211879,0,0,0,0,0,0,0,0
ENSG00000211880,0,0,0,0,0,0,0,0
ENSG00000211881,0,0,0,0,0,0,0,0
ENSG00000211882,0,0,0,0,0,0,0,0
ENSG00000211883,0,0,0,0,0,0,0,0
ENSG00000211884,0,0,0,0,0,0,0,0
ENSG00000211885,0,0,0,0,0,0,0,0
ENSG00000211886,0,0,0,0,0,0,0,0
ENSG00000211887,0,0,0,0,0,0,0,0
ENSG00000211888,0,0,0,0,0,0,0,0
ENSG00000277734,2,0,3,1,0,0,0,3
ENSG00000259054,0,0,0,0,0,0,0,0
ENSG00000129562,1223,2455,1248,1902,1760,816,1561,1813
ENSG00000275552,0,2,1,1,2,1,3,2
ENSG00000242061,0,0,0,1,0,0,0,0
ENSG00000258458,0,3,1,13,4,0,1,7
ENSG00000235213,0,0,0,0,1,0,0,0
ENSG00000258823,0,0,0,0,0,0,0,0
ENSG00000212302,0,0,0,0,0,0,0,0
ENSG00000155463,999,2074,1241,2958,1401,569,959,1858
ENSG00000199716,0,0,0,0,0,0,0,0
ENSG00000197324,5053,9941,4881,9092,8312,5170,8274,9034
ENSG00000139890,0,2,2,1,2,0,1,1
ENSG00000100461,597,730,646,675,416,287,452,399
ENSG00000237054,0,1,1,2,1,1,0,0
ENSG00000100462,564,793,702,703,519,257,407,388
ENSG00000259132,0,0,0,0,0,0,0,0
ENSG00000258457,3,4,0,3,2,0,6,0
ENSG00000100802,49,41,49,47,29,18,26,23
ENSG00000280129,3,2,1,1,1,0,0,1
ENSG00000100804,1458,2549,1453,1993,1438,780,1506,1732
ENSG00000279656,0,0,4,2,0,0,8,6
ENSG00000222028,0,0,0,0,0,0,0,0
ENSG00000179933,692,944,786,838,599,441,719,689
ENSG00000283654,1,2,0,0,1,1,3,0
ENSG00000240131,0,0,0,0,0,0,0,0
ENSG00000235194,37,47,44,43,33,38,34,42
ENSG00000100842,29,20,50,50,0,5,10,4
ENSG00000259018,0,0,0,0,0,0,0,0
ENSG00000166091,0,0,0,0,0,0,0,0
ENSG00000258444,0,0,0,0,0,0,0,0
ENSG00000157306,11,12,6,10,14,8,17,23
ENSG00000273618,0,0,1,0,0,0,0,0
ENSG00000259431,63,56,75,75,70,38,82,59
ENSG00000213983,78,79,80,88,71,83,111,106
ENSG00000258727,14,10,7,13,13,16,8,11
ENSG00000274002,0,0,0,0,0,0,0,0
ENSG00000259043,0,0,0,0,0,0,0,0
ENSG00000270618,0,0,0,0,0,0,0,0
ENSG00000222931,0,0,0,0,0,0,0,0
ENSG00000258887,0,0,0,0,0,0,0,0
ENSG00000285727,0,0,0,0,0,0,0,0
ENSG00000259334,0,0,0,0,0,0,0,0
ENSG00000157326,61,82,78,90,54,49,62,62
ENSG00000211851,0,0,0,0,0,0,0,0
ENSG00000212335,0,0,0,0,0,0,0,0
ENSG00000100721,0,0,0,0,0,0,0,0
ENSG00000257275,0,0,0,0,0,0,0,0
ENSG00000258516,0,0,0,0,0,0,0,0
ENSG00000271358,0,0,0,0,0,0,0,0
ENSG00000258742,0,0,0,0,0,0,0,0
ENSG00000258499,0,0,0,0,0,0,0,0
ENSG00000100604,0,0,2,2,0,0,1,1
ENSG00000100605,739,546,775,1435,407,450,598,696
ENSG00000258730,0,0,0,0,0,0,0,0
ENSG00000258595,0,0,0,0,0,0,0,0
ENSG00000165943,147,345,182,300,237,188,345,321
ENSG00000153485,58,57,74,73,51,18,70,36
ENSG00000259066,0,0,0,0,0,0,2,1
ENSG00000170270,127,133,156,122,83,51,80,60
ENSG00000012963,506,460,791,648,277,211,296,187
ENSG00000240096,1,1,0,1,0,0,0,0
ENSG00000241499,0,0,0,0,1,0,0,0
ENSG00000258668,0,0,0,0,0,0,0,0
ENSG00000100601,100,167,117,159,120,62,87,87
ENSG00000239272,0,0,0,0,0,1,1,1
ENSG00000258917,0,0,0,2,0,0,0,0
ENSG00000119705,336,487,426,496,324,158,280,307
ENSG00000063761,53,60,80,66,56,47,85,53
ENSG00000199440,0,0,0,0,0,0,0,0
ENSG00000258795,0,0,0,0,0,0,0,0
ENSG00000176605,0,0,0,0,0,0,0,0
ENSG00000237342,0,0,0,0,0,0,0,0
ENSG00000278990,0,0,0,0,0,0,0,0
ENSG00000259119,0,0,0,0,0,0,0,0
ENSG00000259113,0,0,1,0,1,1,0,2
ENSG00000201573,0,0,0,0,1,0,0,0
ENSG00000273675,0,0,0,0,0,0,0,0
ENSG00000258577,0,0,0,0,0,0,0,0
ENSG00000151748,389,484,464,373,402,250,281,250
ENSG00000243103,0,0,0,0,0,0,0,0
ENSG00000269906,16,7,14,13,6,4,6,7
ENSG00000258491,0,0,0,0,0,0,0,0
ENSG00000270062,3,4,1,3,5,4,6,4
ENSG00000258843,0,0,0,0,0,0,0,0
ENSG00000285747,1,0,0,1,2,0,1,1
ENSG00000252945,0,0,0,0,0,0,0,0
ENSG00000258687,0,0,0,0,0,0,0,0
ENSG00000100504,897,832,794,862,794,897,897,864
ENSG00000131969,1,1,0,3,0,0,2,1
ENSG00000258745,0,0,0,0,0,0,0,0
ENSG00000258711,0,0,0,0,0,0,0,0
ENSG00000258587,0,0,0,0,0,0,0,0
ENSG00000119689,1675,2171,1872,2224,1566,1061,1452,1159
ENSG00000198208,6,7,15,19,22,3,26,11
ENSG00000119630,54,48,115,124,171,9,22,67
ENSG00000119718,310,432,372,468,271,142,243,353
ENSG00000258646,0,0,0,0,2,1,1,2
ENSG00000279594,2,1,2,0,0,2,0,0
ENSG00000119684,214,316,278,243,435,194,269,188
ENSG00000206924,1,0,0,0,1,0,1,0
ENSG00000119640,101,89,74,79,52,32,32,66
ENSG00000119703,10,16,13,14,15,4,16,11
ENSG00000258978,0,0,0,0,0,0,0,0
ENSG00000259138,0,0,1,2,0,0,0,0
ENSG00000170348,4587,7040,5020,5086,6009,3741,5414,4114
ENSG00000252013,0,0,0,0,0,0,0,0
ENSG00000287668,0,0,0,0,0,0,0,0
ENSG00000100665,0,0,0,0,0,0,0,0
ENSG00000188488,0,0,3,8,0,0,0,7
ENSG00000273259,0,0,0,0,0,1,1,0
ENSG00000288028,0,0,0,0,0,0,0,0
ENSG00000196136,2,0,0,0,0,1,0,1
ENSG00000259140,0,0,0,0,0,0,0,0
ENSG00000239269,5,3,5,4,2,1,1,5
ENSG00000285205,20,0,4,0,0,11,5,0
ENSG00000240914,0,1,0,0,0,0,0,0
ENSG00000274379,0,0,0,0,0,0,0,0
ENSG00000258805,0,0,0,0,1,0,0,0
ENSG00000100528,1913,3169,2081,1835,2158,1476,2150,1547
ENSG00000258753,0,0,0,0,0,0,0,0
ENSG00000020577,502,728,500,453,711,613,744,832
ENSG00000252019,0,0,0,0,0,0,0,0
ENSG00000265432,0,0,0,0,0,0,0,0
ENSG00000258872,1,0,0,0,0,0,0,0
ENSG00000198554,448,507,711,536,267,111,199,132
ENSG00000233924,0,0,1,0,0,1,0,0
ENSG00000187105,2,5,0,2,4,1,7,1
ENSG00000139926,4305,4576,4072,4966,4476,2355,3381,6250
ENSG00000156411,539,794,574,706,557,332,528,545
ENSG00000100867,2,1,14,8,18,6,15,5
ENSG00000119655,681,948,1110,967,1278,421,1601,965
ENSG00000100603,758,884,853,758,600,364,429,486
ENSG00000166428,7,2,3,5,2,1,1,1
ENSG00000258899,0,0,0,0,0,0,0,0
ENSG00000176246,0,0,0,0,0,0,0,0
ENSG00000252999,0,0,0,0,0,0,0,0
ENSG00000258641,0,0,0,0,0,0,0,0
ENSG00000259074,0,0,0,0,0,0,0,0
ENSG00000259095,0,0,0,0,0,0,0,0
ENSG00000258468,0,0,0,0,0,0,0,0
ENSG00000284742,0,0,0,0,0,0,0,0
ENSG00000176219,0,0,0,0,0,0,0,0
ENSG00000258806,0,0,0,0,0,2,1,1
ENSG00000136319,176,422,218,306,253,119,161,197
ENSG00000258768,9,13,7,7,6,5,19,17
ENSG00000258459,0,0,0,0,0,0,0,0
ENSG00000287735,0,0,0,3,0,0,4,0
ENSG00000222489,1,0,0,4,0,0,0,0
ENSG00000238344,0,0,0,0,0,0,0,0
ENSG00000259001,0,0,0,0,0,0,0,0
ENSG00000277209,0,0,0,0,0,0,0,0
ENSG00000254846,0,0,0,0,0,0,0,0
ENSG00000129566,424,473,386,557,418,389,466,416
ENSG00000200225,0,0,0,0,0,0,0,0
ENSG00000185271,1,0,0,4,1,3,1,3
ENSG00000092094,199,305,270,267,170,122,206,158
ENSG00000258515,6,5,8,11,7,8,4,9
ENSG00000100823,1383,2178,1768,1747,1332,745,1234,1085
ENSG00000258908,0,0,0,0,0,0,0,0
ENSG00000258456,0,0,0,0,0,0,0,0
ENSG00000258863,0,0,0,0,0,0,0,0
ENSG00000259060,0,0,0,0,0,0,0,0
ENSG00000258573,0,0,0,0,0,0,0,0
ENSG00000239327,0,0,0,0,0,0,0,0
ENSG00000181803,0,0,0,0,0,0,0,0
ENSG00000199461,0,0,0,0,0,0,0,0
ENSG00000258818,3,9,1,4,3,0,1,6
ENSG00000259171,0,0,0,0,0,0,0,0
ENSG00000258451,0,0,1,1,1,0,0,1
ENSG00000259144,0,0,0,0,0,0,0,1
ENSG00000258963,0,0,0,0,0,0,0,0
ENSG00000181562,0,0,0,0,0,0,0,0
ENSG00000181552,0,0,0,0,0,0,0,0
ENSG00000169413,0,0,0,0,0,0,0,0
ENSG00000258810,0,0,0,0,0,0,0,0
ENSG00000129538,4,3,5,5,4,0,0,2
ENSG00000259130,0,0,0,0,0,0,0,0
ENSG00000258642,0,0,0,0,0,0,0,0
ENSG00000258918,0,0,0,0,0,0,0,0
ENSG00000258772,0,0,0,0,0,0,0,0
ENSG00000169385,0,0,0,0,0,0,0,0
ENSG00000243817,0,0,0,0,0,0,0,0
ENSG00000258599,0,1,1,0,0,0,0,0
ENSG00000258471,0,1,1,1,1,0,0,0
ENSG00000165794,0,3,0,1,0,0,0,0
ENSG00000284122,0,0,0,0,0,0,0,0
ENSG00000179636,0,0,0,1,0,0,0,0
ENSG00000258604,0,0,0,0,0,0,0,0
ENSG00000255472,0,0,0,0,0,0,0,0
ENSG00000206150,0,0,0,0,0,0,0,0
ENSG00000165799,0,0,0,1,1,0,0,0
ENSG00000173431,0,0,0,0,0,0,2,0
ENSG00000165801,951,1487,948,1331,1389,366,699,981
ENSG00000165804,97,118,185,148,699,148,326,200
ENSG00000178107,0,0,0,0,0,0,0,0
ENSG00000258722,0,0,0,0,0,0,0,0
ENSG00000200102,0,0,0,0,0,0,0,0
ENSG00000169327,0,0,0,0,0,0,0,0
ENSG00000259102,0,2,1,0,0,1,0,0
ENSG00000258906,0,0,0,0,0,0,0,0
ENSG00000258441,169,316,154,239,73,128,177,189
ENSG00000092201,2307,2728,3382,3028,1866,1209,1613,1298
ENSG00000199436,0,0,1,0,0,0,1,0
ENSG00000214274,28,54,24,41,24,10,41,26
ENSG00000259428,0,0,0,0,0,0,0,0
ENSG00000243904,0,0,0,1,0,0,0,1
ENSG00000244691,0,1,2,0,0,0,0,0
ENSG00000260285,3,5,8,8,7,6,10,6
ENSG00000166166,259,254,321,283,373,163,208,200
ENSG00000252469,0,0,0,0,0,0,0,0
ENSG00000258851,0,2,1,0,0,0,1,1
ENSG00000256500,0,0,0,0,0,0,0,0
ENSG00000201184,0,0,0,0,0,0,0,0
ENSG00000246451,48,96,50,68,38,30,65,92
ENSG00000270108,14,21,8,6,9,10,16,6
ENSG00000269910,2,2,0,1,4,3,7,4
ENSG00000269940,14,22,16,15,21,13,16,12
ENSG00000269958,118,118,111,97,81,73,105,88
ENSG00000126215,103,90,138,136,48,35,72,38
ENSG00000253096,0,0,0,0,0,0,0,0
ENSG00000202275,0,0,0,0,0,0,0,0
ENSG00000258175,1,0,0,0,0,0,0,4
ENSG00000257662,0,0,1,0,0,0,0,5
ENSG00000258282,0,0,0,0,0,0,0,0
ENSG00000257126,0,2,2,0,0,0,1,0
ENSG00000257056,0,0,0,0,0,0,0,0
ENSG00000257748,0,0,0,0,0,0,0,0
ENSG00000258065,0,0,4,0,0,0,0,0
ENSG00000207164,0,0,0,0,0,0,0,0
ENSG00000259103,0,0,0,0,0,0,0,0
ENSG00000242488,0,0,0,0,0,0,0,0
ENSG00000119699,96,35,121,72,30,28,113,46
ENSG00000258876,0,0,2,0,0,0,0,0
ENSG00000258578,0,0,0,0,0,0,0,0
ENSG00000213176,0,0,0,0,0,1,0,0
ENSG00000283071,0,0,0,0,0,0,0,0
ENSG00000288610,0,0,0,0,0,0,0,0
ENSG00000259717,1,0,0,0,0,0,0,0
ENSG00000185215,224,225,466,353,877,218,559,290
ENSG00000259535,0,0,0,0,0,0,0,0
ENSG00000259525,0,0,0,0,0,0,0,0
ENSG00000251533,0,0,0,0,1,0,3,0
ENSG00000270705,0,0,0,1,1,0,0,0
ENSG00000278071,5,2,7,3,7,5,5,2
ENSG00000242837,0,1,0,0,0,0,0,0
ENSG00000240624,0,1,0,0,0,0,0,0
ENSG00000259775,9,1,2,10,7,3,5,8
ENSG00000272533,1,0,0,1,0,0,0,0
ENSG00000258933,0,0,0,0,0,0,0,0
ENSG00000258866,0,0,0,0,0,0,0,0
ENSG00000264607,0,0,0,0,0,0,0,0
ENSG00000165959,9,7,25,18,15,14,29,9
ENSG00000259143,0,0,0,0,0,0,0,0
ENSG00000258615,0,0,0,0,0,0,0,0
ENSG00000287111,0,0,0,0,0,0,0,0
ENSG00000258630,0,0,0,0,0,0,0,0
ENSG00000213159,0,0,0,0,0,0,0,0
ENSG00000258986,0,1,3,1,19,0,3,0
ENSG00000259037,0,0,0,0,0,0,0,0
ENSG00000258736,0,0,0,0,1,0,0,0
ENSG00000260792,3,2,2,0,0,0,0,4
ENSG00000265291,0,0,0,0,0,0,0,0
ENSG00000258858,0,1,0,0,1,0,0,0
ENSG00000184990,322,356,388,497,247,140,238,170
ENSG00000258430,0,0,0,0,0,0,0,0
ENSG00000179627,39,51,46,80,46,20,31,20
ENSG00000258983,0,1,1,1,0,0,0,0
ENSG00000222990,0,0,0,0,0,1,0,0
ENSG00000258789,1,1,1,1,4,1,1,2
ENSG00000100722,747,1013,934,743,660,455,624,504
ENSG00000278576,2,4,4,5,2,2,2,0
ENSG00000274492,0,0,0,1,1,0,1,1
ENSG00000200653,0,0,0,0,0,0,0,0
ENSG00000207342,1,0,0,0,0,1,1,1
ENSG00000283627,0,0,0,0,0,0,0,0
ENSG00000258990,0,0,0,0,0,0,0,0
ENSG00000165533,339,348,335,280,382,216,313,277
ENSG00000203485,1940,2280,2188,2366,1908,1405,2247,1953
ENSG00000131979,32,87,62,68,358,99,91,38
ENSG00000261242,0,1,2,1,2,1,2,0
ENSG00000205767,0,0,0,0,0,0,0,0
ENSG00000270878,2,1,0,1,1,2,1,0
ENSG00000258800,0,0,0,0,0,0,0,0
ENSG00000258645,1,3,0,3,0,0,0,1
ENSG00000202490,0,0,0,0,0,0,0,0
ENSG00000206822,0,0,1,0,0,0,0,0
ENSG00000207172,0,0,0,0,0,0,0,0
ENSG00000200693,0,0,0,0,0,0,0,0
ENSG00000258778,1,1,0,0,1,0,0,0
ENSG00000252749,0,0,0,0,0,0,0,0
ENSG00000258411,0,0,0,0,0,0,0,0
ENSG00000270912,0,0,0,0,0,0,0,0
ENSG00000202182,0,0,0,0,0,0,0,0
ENSG00000221537,0,0,0,0,0,0,0,0
ENSG00000214770,1,0,0,1,1,0,1,0
ENSG00000284664,2,1,1,1,0,1,0,3
ENSG00000271511,0,0,0,0,0,0,1,0
ENSG00000196273,0,0,0,0,0,0,0,0
ENSG00000258717,0,0,0,0,0,0,0,0
ENSG00000185559,0,0,0,0,0,0,0,0
ENSG00000214548,3504,7898,2522,4602,4244,3887,6083,8524
ENSG00000266461,0,0,0,0,0,0,0,0
ENSG00000275161,0,0,0,0,0,0,0,0
ENSG00000274884,0,0,0,1,0,0,0,0
ENSG00000276919,0,0,0,0,0,0,0,0
ENSG00000211574,0,0,0,0,0,0,0,0
ENSG00000207989,0,0,0,0,0,0,0,0
ENSG00000199151,0,0,0,0,0,0,0,0
ENSG00000283159,0,0,0,0,0,0,0,0
ENSG00000208001,0,0,0,0,0,0,0,0
ENSG00000207569,0,0,0,0,0,0,0,0
ENSG00000207608,0,0,0,0,0,0,0,0
ENSG00000272458,0,0,0,0,0,0,0,0
ENSG00000207942,0,0,0,0,0,0,0,0
ENSG00000276225,0,0,0,0,0,0,0,0
ENSG00000275662,0,0,0,0,0,0,0,0
ENSG00000275134,0,0,0,0,0,0,0,0
ENSG00000199005,0,0,0,0,0,0,0,1
ENSG00000202191,0,1,0,0,0,0,0,0
ENSG00000212384,0,1,0,0,0,0,1,0
ENSG00000201700,1,2,0,0,3,0,1,3
ENSG00000201672,0,0,0,0,0,0,0,0
ENSG00000272474,0,0,0,0,0,0,0,0
ENSG00000200215,0,0,0,0,0,0,0,0
ENSG00000200632,0,0,0,0,0,0,0,0
ENSG00000200367,0,0,0,0,0,0,0,0
ENSG00000201950,0,0,0,0,0,0,0,1
ENSG00000199575,0,0,0,0,0,0,0,0
ENSG00000200823,0,0,0,0,0,0,0,0
ENSG00000201839,0,0,0,0,0,0,0,0
ENSG00000200832,0,0,0,0,0,0,0,0
ENSG00000199798,0,0,0,0,0,0,0,0
ENSG00000200150,0,0,0,0,0,0,0,0
ENSG00000201263,0,0,0,0,0,0,0,0
ENSG00000199390,0,0,0,0,0,0,0,0
ENSG00000201240,0,0,0,0,0,0,0,0
ENSG00000200279,0,0,0,0,0,0,0,0
ENSG00000200608,0,0,0,0,0,0,0,0
ENSG00000202270,0,0,0,0,0,0,0,0
ENSG00000201247,0,0,0,0,0,0,0,0
ENSG00000199593,0,0,0,0,0,0,0,0
ENSG00000201557,0,0,0,0,0,0,0,0
ENSG00000199914,0,0,0,0,0,0,0,0
ENSG00000201569,0,0,0,0,0,0,0,0
ENSG00000202142,0,0,0,0,0,0,0,0
ENSG00000199942,0,0,0,0,0,0,0,0
ENSG00000201500,0,0,0,0,0,0,1,0
ENSG00000201036,1,0,0,0,0,0,0,0
ENSG00000201710,0,0,0,0,0,0,0,0
ENSG00000202048,0,0,0,0,1,0,0,0
ENSG00000272344,0,0,0,0,0,0,0,0
ENSG00000202293,0,0,0,0,0,0,0,0
ENSG00000200406,0,0,0,0,0,0,0,0
ENSG00000201899,0,0,0,0,0,0,0,0
ENSG00000200612,0,0,0,0,0,0,0,0
ENSG00000200413,0,0,0,0,0,0,0,0
ENSG00000200636,0,0,0,0,0,0,0,0
ENSG00000200480,0,0,0,0,0,0,0,0
ENSG00000201689,0,0,0,0,0,0,0,0
ENSG00000201318,0,0,0,0,0,0,0,0
ENSG00000200089,0,0,0,0,0,0,0,0
ENSG00000222095,0,0,0,0,0,0,0,0
ENSG00000222185,0,0,0,0,0,0,0,0
ENSG00000199088,0,0,0,0,0,0,0,0
ENSG00000199109,0,0,0,0,0,0,0,0
ENSG00000207749,0,0,0,0,0,0,0,0
ENSG00000198982,0,0,0,0,0,0,0,0
ENSG00000221745,0,0,0,0,0,0,0,0
ENSG00000199069,0,0,0,0,0,0,0,0
ENSG00000211582,0,0,0,0,0,0,0,0
ENSG00000207761,0,0,0,0,0,0,0,0
ENSG00000207762,0,0,0,0,0,0,0,0
ENSG00000194717,0,0,0,0,0,0,0,0
ENSG00000221036,0,0,0,0,0,0,0,0
ENSG00000212040,0,0,0,0,0,0,0,0
ENSG00000207743,0,0,0,0,0,0,0,0
ENSG00000283279,0,0,0,0,0,0,0,0
ENSG00000283561,0,0,0,0,0,0,0,0
ENSG00000207934,0,0,0,0,0,0,0,0
ENSG00000283556,0,0,0,0,0,0,0,0
ENSG00000283588,0,0,0,0,0,0,0,0
ENSG00000215957,0,0,0,0,0,0,0,0
ENSG00000221525,0,0,0,0,0,0,0,0
ENSG00000221614,0,0,0,0,0,0,0,0
ENSG00000199020,0,0,0,0,0,0,0,0
ENSG00000207754,0,0,0,0,0,0,0,0
ENSG00000202560,0,0,0,0,0,0,0,0
ENSG00000216099,0,0,0,0,0,0,0,0
ENSG00000207587,0,0,0,0,0,0,0,0
ENSG00000207646,0,0,0,0,0,0,0,0
ENSG00000207742,0,0,0,0,0,0,0,0
ENSG00000283170,0,0,0,0,0,0,0,0
ENSG00000207993,0,0,0,0,0,0,0,0
ENSG00000276352,0,0,0,0,0,0,0,0
ENSG00000208027,0,0,0,0,0,0,0,0
ENSG00000208004,0,0,0,0,0,0,0,0
ENSG00000207978,0,0,0,0,0,0,0,2
ENSG00000207961,0,0,0,0,0,0,0,0
ENSG00000199015,1,0,0,0,0,0,0,0
ENSG00000216179,0,0,0,0,0,0,3,0
ENSG00000199107,0,1,0,0,0,0,0,0
ENSG00000199012,0,0,0,2,0,0,1,1
ENSG00000199025,0,2,0,0,0,0,0,1
ENSG00000199092,0,0,0,0,1,0,1,1
ENSG00000207959,1,1,0,3,0,0,3,1
ENSG00000259004,0,0,0,0,0,0,0,0
ENSG00000286551,0,0,0,0,0,0,0,0
ENSG00000277754,0,0,0,0,0,0,0,0
ENSG00000288252,0,0,0,0,0,0,0,0
ENSG00000288245,0,0,0,0,0,0,0,0
ENSG00000258681,0,0,0,0,0,0,0,0
ENSG00000287515,0,0,0,0,0,0,1,0
ENSG00000274827,0,0,0,0,0,0,0,0
ENSG00000278301,0,0,0,0,0,0,0,0
ENSG00000187537,0,0,0,0,0,0,0,0
ENSG00000276888,0,0,0,0,0,0,0,0
ENSG00000212516,0,0,0,0,0,0,0,0
ENSG00000274649,0,0,0,0,0,0,0,0
ENSG00000257432,0,0,0,0,0,0,0,0
ENSG00000273558,0,0,0,0,0,0,0,0
ENSG00000258324,0,0,0,0,0,0,0,0
ENSG00000257493,0,0,0,0,0,0,0,0
ENSG00000257751,0,0,0,0,0,0,0,0
ENSG00000257846,0,0,0,0,0,0,0,0
ENSG00000259069,0,0,0,0,0,0,0,0
ENSG00000257884,0,1,0,0,0,0,0,0
ENSG00000257395,0,0,0,0,0,0,0,0
ENSG00000258080,0,0,0,0,0,0,0,0
ENSG00000257142,0,0,0,0,0,0,0,0
ENSG00000176294,0,0,1,0,0,1,0,0
ENSG00000258438,0,0,0,0,0,0,0,0
ENSG00000176312,0,0,0,0,0,0,0,0
ENSG00000258564,0,0,0,0,0,0,0,0
ENSG00000228304,0,0,0,0,0,0,0,0
ENSG00000258541,0,0,0,0,0,0,0,0
ENSG00000259016,0,0,0,0,0,0,0,0
ENSG00000285467,0,0,0,0,0,0,0,0
ENSG00000129535,9,8,11,9,3,8,20,13
ENSG00000100889,828,154,823,269,213,552,414,192
ENSG00000100897,395,487,431,461,299,270,381,302
ENSG00000259371,0,0,0,0,0,0,0,0
ENSG00000092010,656,628,566,538,894,316,308,241
ENSG00000100908,57,66,76,85,82,40,48,39
ENSG00000259321,3,4,4,3,3,1,2,4
ENSG00000100911,676,650,624,654,1268,237,395,336
ENSG00000283856,0,0,0,0,0,0,0,0
ENSG00000259529,5,3,1,3,1,2,3,2
ENSG00000199804,0,0,0,0,0,0,0,0
ENSG00000196497,7,6,12,15,7,8,8,1
ENSG00000259522,0,0,0,0,0,0,0,0
ENSG00000287765,0,0,0,0,0,0,0,0
ENSG00000100926,73,127,84,86,105,56,90,75
ENSG00000254692,0,0,0,0,0,0,0,0
ENSG00000276698,4,4,2,5,0,1,1,0
ENSG00000278784,12,3,18,14,9,10,4,9
ENSG00000139908,6,7,12,17,12,12,11,12
ENSG00000254505,8,11,10,1,6,4,7,5
ENSG00000260669,3,3,3,1,3,2,6,0
ENSG00000213920,0,0,0,0,0,1,1,0
ENSG00000255526,0,0,0,0,0,0,0,0
ENSG00000129559,589,882,564,822,661,342,575,602
ENSG00000092295,7,7,21,18,5,6,22,22
ENSG00000286825,0,1,3,2,0,1,0,1
ENSG00000157379,174,289,191,227,195,86,200,195
ENSG00000196943,464,638,536,670,458,252,428,447
ENSG00000213906,14,8,10,16,6,9,11,10
ENSG00000213903,62,60,50,99,58,54,50,54
ENSG00000258973,0,0,0,0,0,0,0,0
ENSG00000129465,3,0,5,6,17,7,5,5
ENSG00000283290,0,0,0,0,0,0,0,0
ENSG00000100968,465,1229,554,586,629,323,597,418
ENSG00000273639,0,0,0,0,0,0,0,0
ENSG00000100888,1089,1545,1315,1417,1041,690,916,894
ENSG00000200785,0,0,0,0,0,0,0,0
ENSG00000241035,0,0,0,0,0,0,0,0
ENSG00000258870,0,1,0,0,0,0,0,0
ENSG00000274475,0,0,0,0,0,0,0,0
ENSG00000129472,278,607,318,345,406,229,278,238
ENSG00000258481,0,0,0,0,0,0,0,0
ENSG00000201097,0,0,0,0,0,0,0,0
ENSG00000286630,0,0,0,0,0,0,0,0
ENSG00000140090,0,0,4,0,0,1,1,0
ENSG00000100567,1001,1368,1091,1236,864,443,788,773
ENSG00000258682,0,3,2,3,2,1,2,2
ENSG00000180189,0,1,3,0,0,0,1,1
ENSG00000279636,1,1,1,0,0,0,3,0
ENSG00000252782,0,0,0,0,0,0,0,0
ENSG00000032219,260,330,303,270,311,189,283,223
ENSG00000258658,1,0,0,1,0,1,0,0
ENSG00000196860,2,1,0,0,0,0,0,0
ENSG00000258378,0,2,0,0,0,0,0,0
ENSG00000100575,209,231,221,210,191,110,161,129
ENSG00000100578,426,600,672,547,408,256,251,230
ENSG00000252198,0,0,0,0,0,0,0,0
ENSG00000258650,0,0,0,1,0,0,0,0
ENSG00000258900,0,0,0,0,0,0,0,0
ENSG00000239510,0,0,0,0,0,0,0,0
ENSG00000184601,0,0,0,0,0,0,0,0
